Temperature_C,Time_hours,pH,Enzyme_mL,Substrate_gL,Inoculum_mL,Biofuel_Yield_gL
37.0,73.3,5.43,14.3,128.8,5.0,5.0
36.9,88.3,5.46,10.0,72.0,6.1,5.0
38.0,87.6,5.29,15.6,53.5,5.0,5.0
36.8,93.4,5.51,28.6,197.2,5.0,5.0
35.9,39.8,5.69,22.1,95.0,5.0,5.0
37.7,47.0,5.5,15.9,91.8,5.0,5.0
34.9,80.2,5.1,34.8,196.0,16.0,26.57
32.8,41.9,5.62,25.8,159.2,6.1,5.0
34.6,54.5,5.73,22.6,137.8,5.0,5.0
33.1,66.6,5.63,27.0,154.9,6.2,5.0
33.3,80.8,5.23,20.6,156.5,6.9,5.0
34.6,24.0,5.32,21.9,164.5,6.2,5.0
33.0,78.1,5.67,10.8,60.1,5.0,5.0
34.2,48.6,5.36,26.5,111.9,5.2,5.0
30.3,77.8,5.47,10.0,94.3,7.8,5.0
35.5,80.5,5.12,10.0,60.6,6.4,5.0
35.0,96.0,5.36,15.5,111.9,6.0,5.0
33.0,96.0,5.71,26.5,142.4,5.4,5.0
36.6,96.0,5.02,11.8,76.8,5.0,5.0
37.3,96.0,5.08,10.0,95.8,7.0,5.0
31.0,63.2,5.33,22.3,145.9,5.9,5.0
33.1,55.5,5.13,11.9,136.9,5.9,5.0
33.1,84.5,5.19,30.2,180.3,13.9,17.42
32.7,78.7,5.46,23.8,168.7,5.0,5.0
37.1,46.8,5.09,28.8,194.8,5.0,5.0
34.5,66.8,5.32,23.1,139.6,20.0,20.1
34.3,53.6,5.57,24.2,154.8,5.0,5.0
30.0,35.6,5.16,24.2,179.1,5.5,5.0
36.6,96.0,5.6,31.6,176.0,5.0,5.0
31.9,56.1,5.68,27.7,157.8,6.8,5.0
35.1,96.0,5.38,10.0,125.0,5.0,5.0
35.7,24.2,5.57,12.5,91.0,5.0,5.0
38.4,41.3,5.11,21.8,181.6,9.9,8.28
31.7,55.5,5.08,18.6,166.5,5.0,5.0
30.0,96.0,5.76,29.0,175.7,15.9,5.34
35.5,66.7,5.04,10.0,71.1,7.6,5.0
39.5,63.8,5.31,13.9,97.2,5.0,5.0
38.1,31.1,5.29,13.7,113.7,5.0,5.0
35.5,30.6,5.6,28.2,175.8,5.0,5.0
33.8,64.2,5.53,31.0,183.9,5.0,5.0
37.0,27.6,5.72,24.8,92.7,5.0,5.0
32.6,41.8,5.74,22.0,153.0,8.5,5.0
36.2,70.1,5.38,10.0,61.7,6.3,5.0
36.3,33.4,5.32,14.2,111.4,5.0,5.0
37.7,96.0,5.23,22.7,123.0,5.0,5.0
40.0,96.0,5.23,20.9,164.8,5.0,5.0
36.0,24.9,5.72,20.2,183.8,5.0,5.0
33.7,34.3,5.54,11.3,100.6,11.7,5.0
34.9,24.0,5.79,16.7,129.2,5.0,5.0
30.6,36.9,5.16,16.7,147.1,12.9,6.15
33.3,80.1,5.01,16.0,99.3,6.6,5.0
34.0,44.4,5.16,29.3,197.8,7.8,5.61
33.7,68.7,5.36,31.2,181.4,5.2,5.0
35.4,25.5,5.47,11.9,94.5,5.0,5.0
32.9,81.4,5.65,21.7,126.2,5.0,5.0
37.8,41.4,5.89,10.2,84.6,12.8,5.0
35.0,54.9,5.33,13.4,127.2,7.6,5.0
35.0,52.1,5.16,20.2,152.5,7.4,5.0
34.2,28.9,5.33,10.0,62.8,9.7,5.0
35.4,30.7,5.76,36.0,180.5,7.6,5.0
37.1,88.6,5.54,21.6,139.1,5.0,5.0
32.8,66.7,5.33,25.8,198.4,5.0,5.0
33.4,92.3,5.19,10.0,53.8,5.9,5.0
34.2,64.2,5.49,14.0,174.7,14.7,6.51
31.6,58.6,5.58,32.5,168.8,8.9,5.12
33.0,24.0,5.46,17.2,69.9,5.0,5.0
33.8,47.7,5.41,15.6,100.3,7.1,5.0
37.2,53.9,5.47,29.0,182.7,5.0,5.0
35.7,96.0,5.05,12.8,127.8,5.0,5.0
35.5,77.0,5.4,10.6,110.2,5.0,5.0
37.1,96.0,5.12,19.4,185.8,7.9,5.24
34.7,73.6,5.22,10.0,64.0,9.5,5.0
36.0,38.3,5.34,23.5,121.0,5.0,5.0
34.7,57.9,5.69,20.3,147.9,5.0,5.0
35.7,61.4,5.83,22.9,141.3,9.6,5.0
33.5,34.1,5.31,18.3,89.6,5.0,5.0
30.0,45.1,5.39,12.1,134.5,5.0,5.0
34.7,49.3,5.75,32.7,156.3,8.7,5.0
38.6,96.0,5.69,26.4,137.7,6.4,5.0
37.3,24.0,5.46,25.5,152.7,6.5,5.0
37.4,96.0,5.77,17.9,88.4,5.0,5.0
38.1,34.2,5.0,31.1,174.9,5.0,5.0
35.2,27.5,5.32,19.1,117.5,5.6,5.0
35.5,96.0,5.11,36.9,198.1,5.0,5.0
33.5,78.7,5.64,10.0,53.5,8.4,5.0
34.2,96.0,5.73,18.4,107.0,5.8,5.0
36.5,81.5,5.73,18.2,77.1,5.0,5.0
38.0,96.0,5.25,10.0,133.3,5.0,5.0
34.7,72.2,5.71,15.2,86.5,5.0,5.0
33.9,50.5,5.25,27.7,160.6,9.5,8.2
35.0,64.8,5.4,18.8,182.3,5.0,5.0
36.5,96.0,5.57,13.7,81.6,5.0,5.0
31.4,37.0,5.5,10.0,74.1,5.0,5.0
30.0,39.4,5.1,29.2,181.3,5.0,5.0
33.6,46.8,5.28,15.2,104.2,5.0,5.0
31.9,24.0,5.18,12.5,115.2,5.0,5.0
33.7,58.5,5.31,18.0,83.1,5.0,5.0
34.6,24.0,5.52,15.0,113.8,5.0,5.0
33.9,56.1,4.98,14.1,84.7,5.0,5.0
38.6,84.2,5.24,29.1,149.9,5.0,5.0
35.8,43.0,5.38,14.1,124.8,5.0,5.0
35.8,96.0,5.26,25.3,168.2,5.0,5.0
36.6,26.3,5.39,12.1,96.9,5.0,5.0
32.2,96.0,5.7,17.5,125.8,5.0,5.0
37.6,76.5,5.46,24.1,88.9,5.2,5.0
34.8,24.0,5.43,30.8,190.2,5.0,5.0
36.7,96.0,5.68,20.8,128.3,12.5,6.91
32.3,52.9,5.04,14.0,76.0,5.0,5.0
31.1,35.2,5.52,15.8,90.9,5.0,5.0
37.0,27.0,5.34,10.0,62.4,5.0,5.0
35.9,48.9,5.3,19.6,54.2,5.3,5.0
32.7,51.2,5.61,12.0,128.9,11.3,5.0
32.8,57.5,5.66,23.7,100.6,5.0,5.0
37.8,47.0,5.3,32.3,194.6,5.0,5.0
32.0,74.9,5.57,12.3,75.7,6.7,5.0
39.1,45.0,5.01,23.8,169.1,5.0,5.0
32.7,24.0,5.27,27.6,97.4,5.0,5.0
36.6,50.7,5.61,15.6,83.5,6.4,5.0
34.2,24.0,5.41,29.4,195.4,6.2,5.0
36.5,65.2,5.48,22.9,170.4,5.0,5.0
33.6,33.5,5.5,18.4,144.6,5.0,5.0
34.6,59.2,5.41,23.4,154.6,8.9,5.34
35.1,96.0,5.79,25.2,198.7,5.0,5.0
32.5,34.0,5.34,24.2,139.0,9.3,5.53
36.9,92.8,5.67,10.0,65.3,5.0,5.0
33.7,44.0,5.47,14.0,59.7,5.0,5.0
34.4,96.0,5.27,27.4,150.0,6.5,5.0
32.5,45.5,5.4,22.0,148.6,7.3,5.0
30.0,35.9,5.17,27.2,162.2,5.0,5.0
34.5,77.0,5.63,13.1,66.3,5.9,5.0
40.0,43.9,5.71,21.4,191.7,5.4,5.0
37.0,35.8,5.71,28.6,132.7,5.0,5.0
35.0,43.0,5.73,20.8,147.4,10.3,5.0
34.3,53.4,5.25,11.8,55.2,5.0,5.0
35.1,96.0,5.47,32.7,194.1,11.9,12.21
36.4,24.0,5.14,10.0,134.4,5.0,5.0
32.0,55.2,5.83,16.9,134.5,5.3,5.0
37.8,74.6,5.3,32.9,191.5,5.0,5.0
36.8,60.1,5.72,28.7,189.4,5.0,5.0
36.8,96.0,4.98,15.9,83.0,11.5,6.33
36.1,52.6,5.38,28.9,189.7,12.0,15.5
35.0,49.8,5.03,30.2,160.5,5.0,5.0
36.7,73.4,5.76,10.0,52.8,5.0,5.0
36.5,57.4,5.36,20.0,86.0,6.0,5.0
34.1,44.9,5.59,11.9,111.9,13.6,5.22
33.6,70.7,5.49,20.0,137.4,5.0,5.0
35.3,39.4,5.1,20.3,155.2,9.1,6.21
38.9,40.2,5.3,14.2,81.5,5.0,5.0
31.9,41.9,5.48,24.9,175.5,14.2,10.76
31.3,96.0,4.92,25.4,176.9,8.3,5.0
35.4,24.0,5.52,18.3,145.2,5.0,5.0
35.1,66.5,4.95,25.9,188.2,7.1,5.0
35.4,55.5,5.62,25.7,171.9,5.0,5.0
35.6,24.0,5.54,10.0,83.2,5.0,5.0
34.4,63.7,5.72,14.0,169.8,8.3,5.0
38.7,69.3,4.95,29.2,193.0,5.0,5.0
31.0,73.3,5.83,10.0,70.6,5.0,5.0
32.9,24.0,4.92,28.6,196.8,5.0,5.0
34.7,96.0,5.57,10.0,53.7,5.0,5.0
30.9,37.8,4.94,22.0,128.3,12.5,5.0
34.6,77.0,5.29,21.6,166.1,5.0,5.0
39.2,79.1,4.99,33.1,168.6,12.6,20.9
35.1,35.2,5.17,28.3,160.2,7.1,5.0
35.6,76.0,5.52,11.8,129.4,5.0,5.0
31.8,45.0,5.58,20.7,147.6,14.7,7.14
33.5,24.0,5.31,30.9,155.0,7.1,5.17
34.1,96.0,5.71,15.1,124.2,5.0,5.0
34.2,37.1,5.11,20.6,139.4,5.0,5.0
38.2,35.6,5.14,33.6,177.0,13.0,20.93
36.4,44.6,5.05,11.8,96.9,5.7,5.0
32.2,62.6,5.45,24.9,128.5,11.5,7.54
35.6,53.1,4.97,10.0,51.3,9.6,5.0
36.2,71.8,5.43,10.0,153.1,11.5,5.0
37.9,27.9,5.66,18.0,79.3,5.0,5.0
39.0,37.7,5.41,20.5,122.2,10.9,7.72
32.5,51.5,4.97,14.8,81.5,5.0,5.0
33.0,96.0,5.6,10.0,53.5,5.0,5.0
31.9,51.6,5.58,13.3,122.5,7.6,5.0
34.4,93.9,5.38,22.8,113.7,7.0,5.0
36.2,55.7,5.28,18.3,113.8,6.6,5.0
37.5,42.9,5.61,11.6,81.3,5.0,5.0
34.8,48.3,5.83,29.9,192.1,5.0,5.0
34.2,50.2,5.42,15.1,50.5,11.5,5.0
35.4,73.8,5.2,31.2,183.7,7.4,6.34
32.9,96.0,5.24,21.7,160.5,5.5,5.0
40.0,65.4,5.45,10.0,75.8,13.0,5.0
31.0,96.0,5.59,21.1,120.8,9.8,5.0
35.5,33.7,5.08,25.1,198.3,10.4,8.42
40.0,44.4,5.52,16.1,146.6,6.6,5.0
35.0,38.0,5.51,16.9,69.1,5.0,5.0
34.5,63.9,5.36,22.2,118.6,5.0,5.0
34.1,45.6,5.47,20.0,120.2,5.0,5.0
34.5,78.6,5.42,19.4,170.3,5.0,5.0
38.4,34.3,5.21,37.1,187.4,5.0,5.25
30.0,55.8,5.17,14.5,62.3,8.6,5.0
38.8,77.0,5.27,13.0,97.1,5.0,5.0
31.4,24.0,5.12,11.6,94.8,7.0,5.0
34.3,96.0,5.38,30.3,199.4,5.0,5.0
33.9,47.4,5.42,17.7,133.9,5.3,5.0
36.5,24.0,5.47,38.4,182.0,5.0,5.0
31.0,59.1,5.33,15.2,113.9,5.7,5.0
36.2,55.5,4.77,18.4,158.4,5.0,5.0
40.0,52.4,5.28,21.9,93.0,5.0,5.0
31.6,89.6,4.83,25.2,186.8,6.7,5.0
35.5,79.3,5.4,21.7,118.3,5.0,5.0
33.3,63.4,5.48,29.0,170.6,7.7,6.52
36.1,68.4,5.49,13.0,88.4,6.4,5.0
35.0,51.8,5.32,18.2,154.0,9.3,7.21
33.4,96.0,5.42,16.4,110.8,6.2,5.0
36.2,26.1,5.67,10.0,54.7,9.3,5.0
39.5,58.5,5.07,16.7,112.0,5.5,5.0
34.5,56.4,5.27,23.7,132.5,5.0,5.0
36.8,82.0,5.77,19.5,72.8,5.0,5.0
31.8,35.8,5.58,10.0,77.6,7.6,5.0
32.6,24.0,5.55,16.7,119.7,6.5,5.0
36.2,59.1,5.53,12.6,101.4,5.0,5.0
38.7,62.8,5.1,18.8,116.1,5.0,5.0
35.9,96.0,5.58,10.3,119.1,7.7,5.0
34.2,28.9,5.27,10.0,71.0,5.0,5.0
35.0,96.0,5.53,10.0,77.2,8.0,5.0
31.9,96.0,5.3,19.4,177.2,5.0,5.0
36.5,45.2,5.83,10.0,74.4,5.0,5.0
37.2,28.6,5.08,30.8,149.9,5.0,5.0
33.9,44.5,5.26,18.7,112.8,7.3,5.0
33.8,55.0,5.67,29.6,195.2,5.0,5.0
35.7,72.4,5.4,15.7,59.9,6.4,5.0
33.9,40.6,5.42,28.1,174.6,5.0,5.0
34.8,96.0,5.62,20.9,123.7,5.0,5.0
40.0,31.3,5.4,10.0,50.8,5.0,5.0
34.4,24.0,5.28,10.2,89.5,8.2,5.0
34.1,95.0,5.31,10.1,111.2,5.0,5.0
33.4,24.0,5.15,11.6,97.1,5.0,5.0
36.9,49.3,5.66,14.3,104.4,6.3,5.0
34.5,96.0,5.67,29.8,187.5,7.3,5.0
33.4,54.3,5.36,15.4,104.1,5.0,5.0
38.3,31.2,5.28,15.1,112.8,9.1,5.0
38.5,53.1,5.75,20.1,164.2,5.0,5.0
33.5,53.2,5.51,27.4,169.1,5.0,5.0
30.3,59.2,5.72,10.0,62.6,5.0,5.0
37.5,76.0,5.32,25.1,155.6,7.9,5.95
33.3,32.5,5.53,10.0,122.4,10.7,5.0
37.0,96.0,5.63,12.2,70.1,6.4,5.0
30.1,61.7,5.82,17.2,89.7,14.0,5.0
37.2,78.5,5.1,11.6,56.8,5.0,5.0
32.0,39.9,5.91,14.6,104.0,5.7,5.0
36.8,96.0,5.8,17.8,88.3,5.0,5.0
35.0,48.0,5.51,10.0,107.3,5.0,5.0
32.6,62.7,5.56,20.1,137.1,5.0,5.0
34.0,34.2,5.3,23.0,159.9,5.0,5.0
36.7,33.2,5.59,26.3,140.8,10.0,5.0
35.3,77.0,5.17,12.7,151.8,5.0,5.0
36.5,43.7,5.46,21.7,179.8,12.1,9.28
39.9,35.6,5.51,35.9,181.1,5.0,5.0
31.1,39.6,5.68,14.7,179.1,13.2,5.0
39.0,77.4,5.39,15.0,73.0,5.0,5.0
35.3,39.9,5.14,10.0,87.7,5.0,5.0
32.8,51.5,5.82,20.1,125.3,7.5,5.0
31.7,55.0,5.56,22.6,103.8,5.0,5.0
34.5,24.0,5.4,11.9,69.8,5.0,5.0
37.3,26.2,5.52,21.1,93.2,7.2,5.0
34.7,64.6,5.75,27.0,196.3,13.6,6.41
38.8,37.8,5.46,13.5,102.0,10.1,5.9
31.4,92.6,5.36,20.9,112.8,6.1,5.0
35.0,88.5,5.54,10.0,51.0,6.7,5.0
31.9,78.2,5.52,26.7,157.9,5.0,5.0
35.9,96.0,5.48,22.7,112.0,5.0,5.0
37.2,52.4,5.79,14.2,65.5,5.4,5.0
33.9,75.5,5.64,21.4,195.3,5.0,5.0
30.0,40.8,5.37,23.3,166.6,7.4,5.0
35.5,96.0,5.17,25.2,158.9,11.2,12.73
36.1,96.0,5.35,27.8,193.7,5.0,5.0
36.0,54.9,5.67,17.1,111.1,5.0,5.0
38.1,66.2,5.36,25.1,157.8,16.2,22.89
32.3,96.0,5.33,10.0,80.9,10.5,5.0
36.7,50.7,5.66,22.2,154.6,5.0,5.0
38.0,39.3,5.74,10.0,52.1,8.6,5.0
30.6,84.5,4.93,10.0,68.9,5.0,5.0
35.8,56.8,5.1,10.0,113.8,11.5,5.0
33.7,59.8,5.63,10.0,51.8,7.2,5.0
34.8,36.0,5.27,16.9,119.3,8.0,5.0
35.9,24.0,5.46,14.7,128.4,8.6,5.0
33.8,61.4,5.27,30.4,143.2,5.0,5.0
33.3,85.8,5.66,10.0,65.1,7.8,5.0
35.1,48.8,5.67,13.0,77.2,11.2,5.0
32.3,96.0,5.46,18.1,142.0,5.7,5.0
32.3,38.4,5.54,20.2,148.7,5.0,5.0
36.7,32.2,5.36,10.0,53.9,5.0,5.0
32.1,52.8,5.21,18.0,131.1,5.0,5.0
36.7,52.4,5.56,25.2,167.7,5.9,5.0
36.2,80.2,5.25,13.1,60.4,12.7,6.71
30.7,37.1,5.51,14.2,112.0,5.0,5.0
33.3,96.0,5.72,10.0,99.0,5.0,5.0
38.0,96.0,5.23,20.4,187.0,10.0,9.89
32.5,53.5,5.43,18.9,77.9,5.0,5.0
33.8,96.0,5.65,19.3,97.8,5.2,5.0
36.2,32.2,5.67,31.0,184.8,10.1,5.0
37.0,93.5,5.63,12.8,99.6,5.0,5.0
34.4,92.2,5.72,12.8,129.7,8.7,5.0
33.5,84.1,5.41,10.0,55.0,5.0,5.0
38.6,54.2,5.54,29.2,197.7,5.0,5.0
39.3,24.0,5.06,20.4,173.7,7.2,5.0
37.4,39.6,5.39,14.4,145.2,6.2,5.0
35.2,39.9,5.57,10.0,59.1,6.3,5.0
33.0,33.5,5.22,12.5,61.2,5.0,5.0
32.9,58.0,5.79,13.7,131.7,6.7,5.0
36.3,44.3,5.61,15.5,92.8,6.9,5.0
36.0,36.2,5.92,19.5,143.4,11.8,5.0
38.5,32.2,5.42,23.9,139.7,6.6,5.0
36.6,38.2,5.71,28.0,175.8,5.0,5.0
31.2,95.7,5.63,12.7,92.2,9.4,5.0
37.6,39.2,5.34,21.2,136.7,13.2,12.67
32.5,42.2,5.29,24.4,166.6,7.8,5.0
34.0,43.5,5.47,15.5,123.6,5.1,5.0
35.6,64.7,5.23,31.1,174.6,5.0,5.0
40.0,68.6,5.51,10.0,69.7,5.0,5.0
40.0,24.0,5.62,23.6,160.1,9.4,5.0
36.5,91.0,5.59,21.6,191.4,5.0,5.0
34.5,96.0,5.51,16.3,99.8,5.0,5.0
36.3,32.3,5.33,12.7,105.0,7.4,5.0
37.2,33.6,5.51,10.0,62.5,5.3,5.0
34.2,43.6,5.19,17.7,146.2,5.0,5.0
39.5,37.4,5.6,19.3,132.9,5.0,5.0
35.6,61.1,5.32,10.0,56.1,5.0,5.0
36.2,24.0,5.66,27.8,162.8,5.0,5.0
36.7,31.2,5.47,26.0,174.4,6.3,5.0
36.1,96.0,5.33,25.6,186.1,5.0,5.0
37.1,34.3,5.17,12.0,131.9,5.0,5.0
33.5,96.0,5.83,19.8,117.9,8.3,5.0
33.6,65.2,5.71,24.0,181.4,6.9,5.0
32.2,24.0,5.66,23.0,109.8,5.0,5.0
36.1,75.0,5.67,24.7,148.3,5.0,5.0
36.9,51.5,5.46,29.0,142.3,11.9,12.26
36.1,43.5,5.37,16.6,105.8,8.7,5.0
39.2,61.7,5.47,14.8,63.0,5.0,5.0
35.0,69.2,5.37,10.3,53.2,6.3,5.0
36.7,77.8,5.57,14.9,114.2,5.0,5.0
32.3,96.0,5.31,19.3,122.2,5.0,5.0
34.0,67.0,5.62,21.8,173.4,10.3,5.0
36.7,27.4,5.29,27.2,112.2,9.3,7.02
37.1,43.1,5.28,13.3,92.2,5.0,5.0
34.3,96.0,5.4,18.0,119.3,5.0,5.0
34.8,78.4,5.86,14.8,85.7,5.0,5.0
31.2,96.0,5.29,10.0,63.7,5.0,5.0
34.1,96.0,5.81,16.7,67.0,5.9,5.0
37.2,61.6,4.98,10.0,97.9,5.0,5.0
36.4,63.5,5.13,10.0,51.9,5.0,5.0
36.3,53.6,5.82,11.6,83.0,5.0,5.0
35.1,24.0,5.57,18.8,168.1,5.0,5.0
35.0,55.1,5.81,20.6,85.2,5.0,5.0
33.3,96.0,5.7,10.0,66.6,9.2,5.0
36.7,40.5,5.6,12.7,192.4,16.2,5.09
36.1,67.1,5.26,22.5,143.4,10.7,10.48
36.2,83.6,5.8,11.6,59.0,5.0,5.0
33.7,34.6,5.59,10.0,59.3,10.1,5.0
30.0,43.6,5.27,14.5,141.8,5.0,5.0
37.7,32.8,5.28,19.1,131.0,6.9,5.0
33.8,36.2,5.05,10.0,60.3,5.0,5.0
32.8,28.7,5.7,10.0,83.6,7.7,5.0
36.7,34.8,5.03,23.1,189.4,5.0,5.0
34.0,96.0,5.8,21.2,135.8,8.8,5.0
37.6,34.5,5.65,21.9,116.0,10.9,5.0
36.5,58.2,5.69,15.4,87.5,5.7,5.0
36.7,42.5,5.53,10.0,70.1,5.0,5.0
31.6,96.0,5.25,19.6,110.4,6.8,5.0
38.0,96.0,5.45,32.1,188.4,17.5,30.0
35.7,84.1,5.16,15.6,57.3,5.0,5.0
34.1,63.6,5.44,25.0,198.6,5.0,5.0
35.4,48.6,4.88,11.9,81.2,5.0,5.0
30.6,30.1,5.17,19.5,111.3,5.0,5.0
36.0,96.0,5.07,10.0,56.8,5.0,5.0
32.4,37.3,5.63,23.4,137.7,10.8,5.0
31.6,76.1,5.64,18.3,122.5,7.5,5.0
31.2,92.7,5.83,18.3,150.0,6.9,5.0
37.8,41.4,5.5,15.9,131.4,5.5,5.0
33.4,91.7,5.35,22.7,109.7,5.0,5.0
38.8,80.0,5.24,19.1,160.7,5.0,5.0
33.7,96.0,5.38,10.0,53.8,5.0,5.0
30.7,43.2,5.35,21.4,131.2,5.4,5.0
32.2,28.7,5.13,10.0,67.1,5.0,5.0
38.1,42.4,5.6,10.8,115.4,5.0,5.0
34.6,60.6,5.35,22.7,168.7,5.0,5.0
33.6,56.2,5.82,10.0,71.4,5.0,5.0
35.4,44.8,5.69,25.3,190.4,8.9,5.0
36.3,24.0,5.08,40.0,183.3,8.5,7.01
37.8,69.1,5.57,15.3,112.2,5.0,5.0
38.6,96.0,5.64,10.0,50.9,5.2,5.0
34.1,68.9,5.72,35.4,168.5,5.0,5.0
31.7,74.0,5.62,31.8,182.1,18.5,13.52
34.0,72.7,5.63,15.1,76.2,5.6,5.0
35.7,66.6,5.38,23.9,187.4,5.9,5.0
32.6,87.0,5.24,34.0,187.1,6.8,5.0
32.6,66.5,5.73,22.2,120.7,9.5,5.0
35.9,46.7,5.4,26.2,169.7,7.1,5.0
34.9,36.7,5.8,10.0,116.7,5.6,5.0
35.1,48.2,5.81,20.1,134.6,5.2,5.0
33.1,63.9,5.92,23.3,98.0,5.0,5.0
34.4,46.6,5.38,12.2,73.9,9.5,5.0
32.7,63.9,5.67,22.4,162.0,7.1,5.0
37.2,68.0,5.3,10.0,50.2,5.6,5.0
37.6,82.8,5.85,19.7,136.9,5.0,5.0
30.4,96.0,5.66,23.0,179.7,5.0,5.0
32.7,56.8,5.41,12.3,83.2,5.0,5.0
31.3,28.4,5.53,22.2,99.9,5.0,5.0
33.4,45.9,5.66,27.4,138.1,8.2,5.0
34.8,55.8,4.82,10.0,87.0,5.0,5.0
31.4,24.0,4.94,32.9,177.1,8.8,5.0
32.7,96.0,5.59,19.6,105.0,7.5,5.0
32.5,58.6,5.35,23.8,137.2,5.2,5.0
35.5,66.1,5.07,14.7,83.9,5.0,5.0
35.2,96.0,5.38,10.0,56.2,5.9,5.0
33.2,39.8,5.39,10.0,76.1,5.0,5.0
35.4,72.7,5.48,12.7,56.9,8.3,5.0
33.6,51.7,5.19,12.0,120.3,5.5,5.0
34.3,49.8,5.15,15.5,138.0,8.0,5.0
39.2,37.1,5.86,10.0,56.7,5.0,5.0
38.4,96.0,5.68,10.0,63.6,5.0,5.0
31.8,45.3,5.72,22.5,122.8,5.0,5.0
37.1,77.5,5.68,21.7,169.9,5.0,5.0
37.0,24.0,5.44,22.9,144.2,6.3,5.0
32.1,96.0,5.33,11.5,65.7,5.0,5.0
37.0,92.4,5.27,25.1,183.1,5.0,5.0
38.8,57.3,5.44,26.9,187.6,5.8,5.0
32.2,48.7,5.52,11.4,98.7,5.0,5.0
32.7,66.7,5.76,21.3,142.4,9.8,5.0
37.5,96.0,5.22,13.8,123.8,5.0,5.0
35.7,24.0,4.9,27.6,191.3,10.3,5.0
36.4,80.7,5.01,22.7,126.3,7.6,5.0
35.9,34.6,5.09,23.4,194.0,5.0,5.0
36.0,54.1,4.98,10.0,79.9,5.0,5.0
31.7,48.2,5.68,17.9,101.8,12.8,5.0
37.6,44.1,5.62,14.7,167.2,5.9,5.0
37.9,54.3,5.29,34.4,167.5,5.0,5.0
34.4,31.0,5.84,29.2,159.8,13.9,5.0
34.9,91.3,5.19,19.1,178.9,8.1,5.0
31.2,24.0,5.91,12.8,155.4,5.0,5.0
36.3,71.5,5.47,22.0,145.4,6.8,5.0
36.4,46.4,5.75,12.2,118.8,5.0,5.0
34.8,30.4,5.34,22.8,120.1,5.7,5.0
37.8,60.4,5.35,18.6,110.9,10.3,6.75
34.2,25.1,5.84,22.1,143.0,5.0,5.0
36.4,55.7,5.15,13.8,111.0,5.6,5.0
32.5,26.8,5.44,18.8,72.1,5.0,5.0
34.9,68.8,5.69,13.7,66.0,10.2,5.0
34.6,34.4,5.2,31.3,188.7,5.0,5.0
35.6,43.6,5.5,14.1,53.7,5.0,5.0
34.1,63.2,5.15,10.0,65.8,5.0,5.0
34.7,37.1,5.65,23.9,116.8,9.7,5.0
37.1,53.0,5.66,12.1,89.4,5.3,5.0
33.9,25.6,5.22,18.3,110.9,8.6,5.0
31.0,74.8,5.31,10.0,67.6,5.0,5.0
39.4,96.0,5.64,10.0,69.6,6.4,5.0
38.5,96.0,5.39,30.3,170.1,9.6,11.93
31.8,57.1,5.15,15.5,163.9,11.2,6.28
36.7,81.0,5.66,10.0,65.6,5.4,5.0
33.7,24.0,5.48,20.3,150.2,5.5,5.0
35.7,96.0,5.41,11.4,141.4,8.5,5.0
35.7,80.5,5.58,18.0,157.0,5.0,5.0
34.4,42.9,5.58,19.4,121.2,7.1,5.0
33.0,96.0,5.43,11.8,90.5,7.5,5.0
33.3,48.1,5.62,21.1,149.6,5.0,5.0
32.7,43.4,5.5,11.3,105.7,8.5,5.0
32.9,69.2,5.52,12.7,82.8,10.2,5.0
34.8,32.1,5.47,15.1,111.3,5.0,5.0
33.2,91.0,5.51,16.5,164.5,9.3,5.0
36.7,32.2,5.42,17.2,121.4,5.4,5.0
38.7,32.3,5.6,10.0,95.0,8.5,5.0
33.5,34.6,5.43,30.7,174.8,5.0,5.0
35.6,79.8,4.99,25.4,182.2,5.0,5.0
36.2,40.1,4.98,29.9,115.0,5.0,5.0
36.2,27.8,5.26,20.8,106.2,5.9,5.0
35.2,40.3,5.11,20.6,141.9,5.0,5.0
36.9,53.7,5.8,11.7,58.7,5.0,5.0
36.2,30.3,5.54,12.6,153.7,5.0,5.0
31.9,30.7,5.34,29.9,167.3,9.9,6.86
37.2,96.0,5.81,12.3,109.6,13.2,5.0
37.2,35.5,5.68,11.9,76.2,6.9,5.0
33.1,46.5,5.36,10.0,54.3,9.5,5.0
35.1,45.4,5.03,18.7,145.6,5.0,5.0
36.7,44.2,5.37,12.6,90.3,5.0,5.0
34.5,74.5,5.41,18.3,119.6,7.1,5.0
37.7,87.7,5.52,16.1,108.0,5.8,5.0
40.0,46.9,5.66,11.4,76.2,5.0,5.0
33.0,29.4,5.6,10.8,126.3,17.6,5.0
31.5,96.0,5.92,29.5,118.9,5.0,5.0
35.8,52.1,5.66,22.7,143.6,16.8,8.48
36.8,96.0,5.55,15.4,87.8,7.1,5.0
34.4,24.0,5.44,10.6,82.2,5.8,5.0
38.6,60.2,5.75,21.5,172.2,5.0,5.0
31.7,96.0,5.57,24.1,155.3,5.0,5.0
36.7,45.8,5.31,26.3,165.8,5.0,5.0
33.5,48.8,5.42,16.8,68.5,11.7,5.92
39.3,63.3,5.58,22.9,83.6,15.9,12.76
40.0,41.3,5.31,27.8,136.3,5.0,5.0
33.1,46.7,5.33,18.0,178.6,5.0,5.0
33.6,46.1,5.53,25.3,183.8,10.9,6.31
37.1,39.9,5.53,27.9,174.8,5.0,5.0
34.0,96.0,5.58,10.0,56.5,5.0,5.0
34.9,68.8,5.72,25.8,173.1,5.0,5.0
